,city,latitude,longitude,timepoint,main_weather,feels_like,humidity,wind_speed,precipitation,clouds,city_id
844,Aix en Provence,43.5298424,5.4474738,1720742400,broken clouds,25.56,66,1.5,0.0,54,2
845,Aix en Provence,43.5298424,5.4474738,1720753200,light rain,24.14,73,0.83,0.45,99,2
846,Aix en Provence,43.5298424,5.4474738,1720764000,light rain,24.73,70,1.22,0.34,71,2
847,Aix en Provence,43.5298424,5.4474738,1720774800,light rain,28.04,58,2.04,0.95,1,2
848,Aix en Provence,43.5298424,5.4474738,1720785600,light rain,30.14,43,4.56,0.11,0,2
849,Aix en Provence,43.5298424,5.4474738,1720796400,clear sky,29.49,49,4.95,0.0,2,2
850,Aix en Provence,43.5298424,5.4474738,1720807200,few clouds,29.12,46,6.12,0.0,20,2
851,Aix en Provence,43.5298424,5.4474738,1720818000,few clouds,26.41,49,4.41,0.0,24,2
852,Aix en Provence,43.5298424,5.4474738,1720828800,few clouds,22.25,62,4.52,0.0,18,2
853,Aix en Provence,43.5298424,5.4474738,1720839600,clear sky,19.92,69,2.83,0.0,10,2
854,Aix en Provence,43.5298424,5.4474738,1720850400,scattered clouds,19.82,68,2.25,0.0,31,2
855,Aix en Provence,43.5298424,5.4474738,1720861200,overcast clouds,24.25,44,3.05,0.0,99,2
856,Aix en Provence,43.5298424,5.4474738,1720872000,overcast clouds,28.04,18,4.55,0.0,95,2
857,Aix en Provence,43.5298424,5.4474738,1720882800,clear sky,28.89,16,5.29,0.0,5,2
858,Aix en Provence,43.5298424,5.4474738,1720893600,broken clouds,27.15,21,4.57,0.0,51,2
859,Aix en Provence,43.5298424,5.4474738,1720904400,overcast clouds,24.76,34,2.76,0.0,100,2
860,Aix en Provence,43.5298424,5.4474738,1720915200,overcast clouds,22.9,42,0.69,0.0,94,2
861,Aix en Provence,43.5298424,5.4474738,1720926000,clear sky,21.42,46,0.89,0.0,10,2
862,Aix en Provence,43.5298424,5.4474738,1720936800,clear sky,22.55,38,1.53,0.0,6,2
863,Aix en Provence,43.5298424,5.4474738,1720947600,clear sky,27.46,25,2.83,0.0,9,2
864,Aix en Provence,43.5298424,5.4474738,1720958400,few clouds,29.69,30,4.64,0.0,22,2
865,Aix en Provence,43.5298424,5.4474738,1720969200,overcast clouds,29.03,32,4.96,0.0,96,2
866,Aix en Provence,43.5298424,5.4474738,1720980000,overcast clouds,27.26,40,2.73,0.0,98,2
867,Aix en Provence,43.5298424,5.4474738,1720990800,clear sky,24.57,49,1.47,0.0,1,2
868,Aix en Provence,43.5298424,5.4474738,1721001600,clear sky,23.36,53,0.93,0.0,0,2
869,Aix en Provence,43.5298424,5.4474738,1721012400,clear sky,21.97,56,1.55,0.0,0,2
870,Aix en Provence,43.5298424,5.4474738,1721023200,clear sky,23.41,50,1.65,0.0,0,2
871,Aix en Provence,43.5298424,5.4474738,1721034000,clear sky,28.38,35,2.66,0.0,0,2
872,Aix en Provence,43.5298424,5.4474738,1721044800,clear sky,30.9,30,5.87,0.0,0,2
873,Aix en Provence,43.5298424,5.4474738,1721055600,clear sky,29.18,33,5.51,0.0,0,2
874,Aix en Provence,43.5298424,5.4474738,1721066400,clear sky,27.28,39,2.94,0.0,0,2
875,Aix en Provence,43.5298424,5.4474738,1721077200,clear sky,25.0,49,2.23,0.0,0,2
876,Aix en Provence,43.5298424,5.4474738,1721088000,clear sky,23.93,54,1.63,0.0,0,2
877,Aix en Provence,43.5298424,5.4474738,1721098800,clear sky,22.62,56,1.35,0.0,0,2
878,Aix en Provence,43.5298424,5.4474738,1721109600,clear sky,23.81,50,1.54,0.0,1,2
879,Aix en Provence,43.5298424,5.4474738,1721120400,clear sky,29.36,36,3.15,0.0,0,2
880,Avignon,43.9492493,4.8059012,1720699200,clear sky,35.92,53,3.67,0.0,0,6
881,Avignon,43.9492493,4.8059012,1720710000,clear sky,36.54,44,1.85,0.0,0,6
882,Avignon,43.9492493,4.8059012,1720720800,clear sky,33.03,41,3.26,0.0,0,6
883,Avignon,43.9492493,4.8059012,1720731600,light rain,23.71,69,2.36,0.23,38,6
884,Avignon,43.9492493,4.8059012,1720742400,light rain,21.02,89,1.36,2.36,69,6
885,Avignon,43.9492493,4.8059012,1720753200,light rain,20.74,89,1.59,0.71,73,6
886,Avignon,43.9492493,4.8059012,1720764000,broken clouds,22.81,78,1.56,0.0,71,6
887,Avignon,43.9492493,4.8059012,1720774800,light rain,26.47,63,2.58,0.93,4,6
888,Avignon,43.9492493,4.8059012,1720785600,clear sky,33.47,40,1.52,0.0,5,6
889,Avignon,43.9492493,4.8059012,1720796400,light rain,30.26,47,4.0,0.39,83,6
890,Avignon,43.9492493,4.8059012,1720807200,light rain,28.48,54,4.69,0.67,78,6
891,Avignon,43.9492493,4.8059012,1720818000,light rain,23.37,61,7.45,0.11,33,6
892,Avignon,43.9492493,4.8059012,1720828800,few clouds,20.38,68,7.41,0.0,19,6
893,Avignon,43.9492493,4.8059012,1720839600,broken clouds,19.12,67,8.12,0.0,78,6
894,Avignon,43.9492493,4.8059012,1720850400,overcast clouds,19.45,63,8.33,0.0,86,6
895,Avignon,43.9492493,4.8059012,1720861200,overcast clouds,22.8,49,8.28,0.0,99,6
896,Avignon,43.9492493,4.8059012,1720872000,overcast clouds,26.94,32,6.74,0.0,99,6
897,Avignon,43.9492493,4.8059012,1720882800,broken clouds,27.78,28,6.17,0.0,80,6
898,Avignon,43.9492493,4.8059012,1720893600,overcast clouds,25.96,40,5.12,0.0,90,6
899,Avignon,43.9492493,4.8059012,1720904400,overcast clouds,21.01,55,2.55,0.0,95,6
900,Avignon,43.9492493,4.8059012,1720915200,overcast clouds,19.57,61,1.76,0.0,96,6
901,Avignon,43.9492493,4.8059012,1720926000,broken clouds,17.84,66,1.43,0.0,64,6
902,Avignon,43.9492493,4.8059012,1720936800,broken clouds,20.19,61,1.48,0.0,65,6
903,Avignon,43.9492493,4.8059012,1720947600,few clouds,27.64,35,1.84,0.0,14,6
904,Avignon,43.9492493,4.8059012,1720958400,scattered clouds,31.58,28,5.43,0.0,27,6
905,Avignon,43.9492493,4.8059012,1720969200,broken clouds,30.99,34,6.29,0.0,65,6
906,Avignon,43.9492493,4.8059012,1720980000,scattered clouds,27.82,46,5.01,0.0,33,6
907,Avignon,43.9492493,4.8059012,1720990800,clear sky,21.96,70,2.05,0.0,0,6
908,Avignon,43.9492493,4.8059012,1721001600,clear sky,20.61,75,0.31,0.0,1,6
909,Avignon,43.9492493,4.8059012,1721012400,clear sky,19.87,77,0.83,0.0,1,6
910,Avignon,43.9492493,4.8059012,1721023200,clear sky,22.18,65,0.45,0.0,0,6
911,Avignon,43.9492493,4.8059012,1721034000,clear sky,29.38,38,4.55,0.0,0,6
912,Avignon,43.9492493,4.8059012,1721044800,clear sky,32.06,31,6.52,0.0,0,6
913,Avignon,43.9492493,4.8059012,1721055600,clear sky,31.12,33,6.74,0.0,0,6
914,Avignon,43.9492493,4.8059012,1721066400,clear sky,27.93,45,4.56,0.0,0,6
915,Avignon,43.9492493,4.8059012,1721077200,clear sky,22.69,72,1.17,0.0,0,6
916,Avignon,43.9492493,4.8059012,1721088000,clear sky,22.0,77,2.01,0.0,1,6
917,Avignon,43.9492493,4.8059012,1721098800,clear sky,22.06,76,6.02,0.0,0,6
918,Avignon,43.9492493,4.8059012,1721109600,clear sky,23.27,69,7.96,0.0,0,6
919,Avignon,43.9492493,4.8059012,1721120400,clear sky,28.29,46,8.22,0.0,0,6
920,Uzes,44.0121279,4.4196718,1720699200,clear sky,30.51,30,1.55,0.0,0,34
921,Uzes,44.0121279,4.4196718,1720710000,clear sky,32.14,29,5.1,0.0,0,34
922,Uzes,44.0121279,4.4196718,1720720800,clear sky,30.47,37,0.16,0.0,0,34
923,Uzes,44.0121279,4.4196718,1720731600,light rain,21.4,77,2.24,0.36,31,34
924,Uzes,44.0121279,4.4196718,1720742400,light rain,20.55,90,2.09,1.79,63,34
925,Uzes,44.0121279,4.4196718,1720753200,light rain,20.68,92,2.07,0.32,60,34
926,Uzes,44.0121279,4.4196718,1720764000,light rain,21.98,85,2.5,0.3,68,34
927,Uzes,44.0121279,4.4196718,1720774800,light rain,27.92,59,1.13,1.02,22,34
928,Uzes,44.0121279,4.4196718,1720785600,few clouds,31.88,43,2.99,0.0,14,34
929,Uzes,44.0121279,4.4196718,1720796400,light rain,28.46,54,4.0,0.73,94,34
930,Uzes,44.0121279,4.4196718,1720807200,light rain,26.32,52,6.43,0.8,59,34
931,Uzes,44.0121279,4.4196718,1720818000,light rain,20.62,73,3.19,0.19,43,34
932,Uzes,44.0121279,4.4196718,1720828800,few clouds,17.73,78,2.99,0.0,21,34
933,Uzes,44.0121279,4.4196718,1720839600,few clouds,15.79,84,3.02,0.0,21,34
934,Uzes,44.0121279,4.4196718,1720850400,broken clouds,17.64,72,4.52,0.0,60,34
935,Uzes,44.0121279,4.4196718,1720861200,overcast clouds,23.27,44,5.83,0.0,95,34
936,Uzes,44.0121279,4.4196718,1720872000,overcast clouds,26.77,31,4.0,0.0,96,34
937,Uzes,44.0121279,4.4196718,1720882800,overcast clouds,26.9,31,4.38,0.0,100,34
938,Uzes,44.0121279,4.4196718,1720893600,overcast clouds,24.55,43,4.16,0.0,100,34
939,Uzes,44.0121279,4.4196718,1720904400,overcast clouds,20.31,55,1.91,0.0,100,34
940,Uzes,44.0121279,4.4196718,1720915200,overcast clouds,18.89,62,1.75,0.0,100,34
941,Uzes,44.0121279,4.4196718,1720926000,overcast clouds,17.33,68,1.77,0.0,88,34
942,Uzes,44.0121279,4.4196718,1720936800,broken clouds,19.96,54,1.74,0.0,79,34
943,Uzes,44.0121279,4.4196718,1720947600,few clouds,26.8,35,1.69,0.0,16,34
944,Uzes,44.0121279,4.4196718,1720958400,few clouds,30.5,32,5.04,0.0,12,34
945,Uzes,44.0121279,4.4196718,1720969200,clear sky,29.97,38,5.91,0.0,8,34
946,Uzes,44.0121279,4.4196718,1720980000,clear sky,27.35,48,4.7,0.0,6,34
947,Uzes,44.0121279,4.4196718,1720990800,clear sky,20.82,73,1.93,0.0,2,34
948,Uzes,44.0121279,4.4196718,1721001600,clear sky,19.4,82,0.34,0.0,3,34
949,Uzes,44.0121279,4.4196718,1721012400,clear sky,18.59,83,1.06,0.0,3,34
950,Uzes,44.0121279,4.4196718,1721023200,clear sky,21.51,68,0.52,0.0,2,34
951,Uzes,44.0121279,4.4196718,1721034000,clear sky,27.93,46,4.22,0.0,0,34
952,Uzes,44.0121279,4.4196718,1721044800,clear sky,30.86,40,6.37,0.0,0,34
953,Uzes,44.0121279,4.4196718,1721055600,clear sky,30.47,39,6.23,0.0,0,34
954,Uzes,44.0121279,4.4196718,1721066400,light rain,28.09,54,4.42,0.13,1,34
955,Uzes,44.0121279,4.4196718,1721077200,light rain,21.44,88,0.94,1.13,0,34
956,Uzes,44.0121279,4.4196718,1721088000,clear sky,21.08,91,2.76,0.0,1,34
957,Uzes,44.0121279,4.4196718,1721098800,clear sky,19.34,87,3.71,0.0,0,34
958,Uzes,44.0121279,4.4196718,1721109600,clear sky,21.05,78,4.69,0.0,0,34
959,Uzes,44.0121279,4.4196718,1721120400,clear sky,27.99,41,4.85,0.0,0,34
960,Nimes,43.8374249,4.3600687,1720699200,clear sky,33.2,43,1.76,0.0,0,27
961,Nimes,43.8374249,4.3600687,1720710000,clear sky,33.76,38,6.32,0.0,0,27
962,Nimes,43.8374249,4.3600687,1720720800,clear sky,31.31,39,4.04,0.0,0,27
963,Nimes,43.8374249,4.3600687,1720731600,light rain,22.91,81,3.19,0.61,38,27
964,Nimes,43.8374249,4.3600687,1720742400,light rain,21.32,87,3.34,2.18,62,27
965,Nimes,43.8374249,4.3600687,1720753200,light rain,21.56,88,2.14,0.12,63,27
966,Nimes,43.8374249,4.3600687,1720764000,light rain,22.77,84,2.76,0.24,61,27
967,Nimes,43.8374249,4.3600687,1720774800,light rain,28.06,59,1.89,0.63,6,27
968,Nimes,43.8374249,4.3600687,1720785600,clear sky,32.54,40,2.66,0.0,1,27
969,Nimes,43.8374249,4.3600687,1720796400,light rain,29.41,48,5.36,0.52,71,27
970,Nimes,43.8374249,4.3600687,1720807200,light rain,28.0,44,6.52,0.68,50,27
971,Nimes,43.8374249,4.3600687,1720818000,scattered clouds,21.94,62,4.78,0.0,39,27
972,Nimes,43.8374249,4.3600687,1720828800,few clouds,19.49,60,3.13,0.0,22,27
973,Nimes,43.8374249,4.3600687,1720839600,broken clouds,17.37,72,3.36,0.0,52,27
974,Nimes,43.8374249,4.3600687,1720850400,broken clouds,18.46,66,4.48,0.0,72,27
975,Nimes,43.8374249,4.3600687,1720861200,overcast clouds,24.18,39,5.1,0.0,100,27
976,Nimes,43.8374249,4.3600687,1720872000,overcast clouds,27.64,23,3.78,0.0,98,27
977,Nimes,43.8374249,4.3600687,1720882800,overcast clouds,28.92,20,2.66,0.0,92,27
978,Nimes,43.8374249,4.3600687,1720893600,overcast clouds,26.74,32,1.21,0.0,96,27
979,Nimes,43.8374249,4.3600687,1720904400,overcast clouds,21.63,43,0.45,0.0,100,27
980,Nimes,43.8374249,4.3600687,1720915200,overcast clouds,20.2,48,0.87,0.0,100,27
981,Nimes,43.8374249,4.3600687,1720926000,overcast clouds,18.89,60,1.73,0.0,94,27
982,Nimes,43.8374249,4.3600687,1720936800,overcast clouds,21.2,52,1.81,0.0,88,27
983,Nimes,43.8374249,4.3600687,1720947600,few clouds,27.27,32,1.85,0.0,13,27
984,Nimes,43.8374249,4.3600687,1720958400,few clouds,30.21,32,5.71,0.0,23,27
985,Nimes,43.8374249,4.3600687,1720969200,scattered clouds,29.53,37,5.59,0.0,28,27
986,Nimes,43.8374249,4.3600687,1720980000,few clouds,26.64,48,4.3,0.0,22,27
987,Nimes,43.8374249,4.3600687,1720990800,clear sky,21.47,74,1.77,0.0,0,27
988,Nimes,43.8374249,4.3600687,1721001600,clear sky,20.5,80,0.37,0.0,2,27
989,Nimes,43.8374249,4.3600687,1721012400,clear sky,19.88,79,1.44,0.0,1,27
990,Nimes,43.8374249,4.3600687,1721023200,clear sky,22.08,67,0.96,0.0,0,27
991,Nimes,43.8374249,4.3600687,1721034000,clear sky,28.44,44,4.11,0.0,0,27
992,Nimes,43.8374249,4.3600687,1721044800,clear sky,30.54,40,5.95,0.0,0,27
993,Nimes,43.8374249,4.3600687,1721055600,clear sky,30.13,41,6.03,0.0,0,27
994,Nimes,43.8374249,4.3600687,1721066400,light rain,26.56,57,4.45,0.1,0,27
995,Nimes,43.8374249,4.3600687,1721077200,light rain,22.18,83,0.64,0.8,0,27
996,Nimes,43.8374249,4.3600687,1721088000,clear sky,22.26,86,2.6,0.0,0,27
997,Nimes,43.8374249,4.3600687,1721098800,clear sky,20.58,80,3.35,0.0,0,27
998,Nimes,43.8374249,4.3600687,1721109600,clear sky,22.08,69,4.6,0.0,0,27
999,Nimes,43.8374249,4.3600687,1721120400,clear sky,28.37,36,4.66,0.0,0,27
1000,Aigues Mortes,43.5661521,4.19154,1720699200,clear sky,31.15,61,4.4,0.0,0,1
1001,Aigues Mortes,43.5661521,4.19154,1720710000,clear sky,29.94,62,4.86,0.0,0,1
1002,Aigues Mortes,43.5661521,4.19154,1720720800,clear sky,26.16,70,3.64,0.0,0,1
1003,Aigues Mortes,43.5661521,4.19154,1720731600,light rain,22.42,94,4.59,2.13,47,1
1004,Aigues Mortes,43.5661521,4.19154,1720742400,light rain,21.65,90,2.21,1.66,56,1
1005,Aigues Mortes,43.5661521,4.19154,1720753200,light rain,21.82,87,2.65,0.27,77,1
1006,Aigues Mortes,43.5661521,4.19154,1720764000,light rain,22.03,87,3.1,0.52,61,1
1007,Aigues Mortes,43.5661521,4.19154,1720774800,light rain,24.77,70,2.44,0.28,2,1
1008,Aigues Mortes,43.5661521,4.19154,1720785600,clear sky,28.66,59,4.63,0.0,0,1
1009,Aigues Mortes,43.5661521,4.19154,1720796400,light rain,28.57,52,9.1,0.1,24,1
1010,Aigues Mortes,43.5661521,4.19154,1720807200,broken clouds,25.73,56,10.0,0.0,56,1
1011,Aigues Mortes,43.5661521,4.19154,1720818000,clear sky,22.1,66,9.55,0.0,10,1
1012,Aigues Mortes,43.5661521,4.19154,1720828800,clear sky,20.14,68,5.74,0.0,10,1
1013,Aigues Mortes,43.5661521,4.19154,1720839600,few clouds,18.64,68,4.35,0.0,20,1
1014,Aigues Mortes,43.5661521,4.19154,1720850400,scattered clouds,18.63,65,3.77,0.0,45,1
1015,Aigues Mortes,43.5661521,4.19154,1720861200,overcast clouds,22.29,50,2.83,0.0,97,1
1016,Aigues Mortes,43.5661521,4.19154,1720872000,broken clouds,23.68,44,4.59,0.0,82,1
1017,Aigues Mortes,43.5661521,4.19154,1720882800,broken clouds,23.74,47,5.4,0.0,56,1
1018,Aigues Mortes,43.5661521,4.19154,1720893600,broken clouds,23.24,50,3.25,0.0,77,1
1019,Aigues Mortes,43.5661521,4.19154,1720904400,overcast clouds,21.47,62,2.9,0.0,100,1
1020,Aigues Mortes,43.5661521,4.19154,1720915200,overcast clouds,21.1,63,0.76,0.0,98,1
1021,Aigues Mortes,43.5661521,4.19154,1720926000,overcast clouds,20.2,62,1.92,0.0,100,1
1022,Aigues Mortes,43.5661521,4.19154,1720936800,broken clouds,20.81,58,2.55,0.0,70,1
1023,Aigues Mortes,43.5661521,4.19154,1720947600,few clouds,23.98,48,2.91,0.0,13,1
1024,Aigues Mortes,43.5661521,4.19154,1720958400,scattered clouds,24.4,68,4.29,0.0,36,1
1025,Aigues Mortes,43.5661521,4.19154,1720969200,scattered clouds,24.63,68,3.45,0.0,37,1
1026,Aigues Mortes,43.5661521,4.19154,1720980000,few clouds,23.92,73,3.05,0.0,24,1
1027,Aigues Mortes,43.5661521,4.19154,1720990800,clear sky,22.44,81,1.65,0.0,0,1
1028,Aigues Mortes,43.5661521,4.19154,1721001600,clear sky,21.6,83,0.87,0.0,1,1
1029,Aigues Mortes,43.5661521,4.19154,1721012400,clear sky,20.79,83,2.63,0.0,0,1
1030,Aigues Mortes,43.5661521,4.19154,1721023200,clear sky,21.57,76,1.94,0.0,0,1
1031,Aigues Mortes,43.5661521,4.19154,1721034000,clear sky,24.17,69,3.78,0.0,0,1
1032,Aigues Mortes,43.5661521,4.19154,1721044800,clear sky,24.87,70,3.41,0.0,0,1
1033,Aigues Mortes,43.5661521,4.19154,1721055600,clear sky,25.08,69,3.96,0.0,0,1
1034,Aigues Mortes,43.5661521,4.19154,1721066400,light rain,24.15,77,3.48,0.12,0,1
1035,Aigues Mortes,43.5661521,4.19154,1721077200,light rain,22.96,85,2.86,0.29,0,1
1036,Aigues Mortes,43.5661521,4.19154,1721088000,clear sky,22.15,88,2.81,0.0,0,1
1037,Aigues Mortes,43.5661521,4.19154,1721098800,clear sky,21.61,80,2.78,0.0,0,1
1038,Aigues Mortes,43.5661521,4.19154,1721109600,clear sky,22.06,73,2.95,0.0,0,1
1039,Aigues Mortes,43.5661521,4.19154,1721120400,clear sky,26.28,52,2.76,0.0,0,1
1040,Saintes Maries de la mer,43.4515922,4.4277202,1720699200,clear sky,39.58,65,5.24,0.0,1,30
1041,Saintes Maries de la mer,43.4515922,4.4277202,1720710000,clear sky,34.52,68,5.29,0.0,1,30
1042,Saintes Maries de la mer,43.4515922,4.4277202,1720720800,clear sky,26.54,77,3.79,0.0,0,30
1043,Saintes Maries de la mer,43.4515922,4.4277202,1720731600,light rain,22.89,92,4.06,0.55,12,30
1044,Saintes Maries de la mer,43.4515922,4.4277202,1720742400,light rain,21.72,93,1.5,1.56,48,30
1045,Saintes Maries de la mer,43.4515922,4.4277202,1720753200,light rain,21.08,87,3.96,0.49,78,30
1046,Saintes Maries de la mer,43.4515922,4.4277202,1720764000,light rain,22.07,90,3.61,0.93,62,30
1047,Saintes Maries de la mer,43.4515922,4.4277202,1720774800,light rain,24.22,75,3.01,0.55,4,30
1048,Saintes Maries de la mer,43.4515922,4.4277202,1720785600,clear sky,23.69,80,5.15,0.0,7,30
1049,Saintes Maries de la mer,43.4515922,4.4277202,1720796400,clear sky,26.61,58,11.04,0.0,6,30
1050,Saintes Maries de la mer,43.4515922,4.4277202,1720807200,scattered clouds,25.01,60,11.08,0.0,38,30
1051,Saintes Maries de la mer,43.4515922,4.4277202,1720818000,few clouds,22.56,68,7.21,0.0,17,30
1052,Saintes Maries de la mer,43.4515922,4.4277202,1720828800,few clouds,20.62,69,5.96,0.0,20,30
1053,Saintes Maries de la mer,43.4515922,4.4277202,1720839600,scattered clouds,18.91,71,5.15,0.0,34,30
1054,Saintes Maries de la mer,43.4515922,4.4277202,1720850400,scattered clouds,18.84,71,5.4,0.0,49,30
1055,Saintes Maries de la mer,43.4515922,4.4277202,1720861200,overcast clouds,22.32,57,4.19,0.0,99,30
1056,Saintes Maries de la mer,43.4515922,4.4277202,1720872000,broken clouds,23.69,51,5.68,0.0,80,30
1057,Saintes Maries de la mer,43.4515922,4.4277202,1720882800,scattered clouds,23.42,53,6.41,0.0,34,30
1058,Saintes Maries de la mer,43.4515922,4.4277202,1720893600,broken clouds,22.55,55,3.0,0.0,63,30
1059,Saintes Maries de la mer,43.4515922,4.4277202,1720904400,overcast clouds,21.12,66,3.6,0.0,91,30
1060,Saintes Maries de la mer,43.4515922,4.4277202,1720915200,broken clouds,20.94,66,1.29,0.0,79,30
1061,Saintes Maries de la mer,43.4515922,4.4277202,1720926000,broken clouds,20.35,63,1.7,0.0,78,30
1062,Saintes Maries de la mer,43.4515922,4.4277202,1720936800,scattered clouds,20.62,59,2.69,0.0,42,30
1063,Saintes Maries de la mer,43.4515922,4.4277202,1720947600,few clouds,22.89,55,2.63,0.0,12,30
1064,Saintes Maries de la mer,43.4515922,4.4277202,1720958400,scattered clouds,23.08,76,4.18,0.0,37,30
1065,Saintes Maries de la mer,43.4515922,4.4277202,1720969200,broken clouds,23.42,76,3.47,0.0,66,30
1066,Saintes Maries de la mer,43.4515922,4.4277202,1720980000,scattered clouds,23.27,78,3.11,0.0,36,30
1067,Saintes Maries de la mer,43.4515922,4.4277202,1720990800,clear sky,22.61,81,1.64,0.0,0,30
1068,Saintes Maries de la mer,43.4515922,4.4277202,1721001600,clear sky,22.1,82,0.81,0.0,0,30
1069,Saintes Maries de la mer,43.4515922,4.4277202,1721012400,clear sky,21.51,80,2.34,0.0,0,30
1070,Saintes Maries de la mer,43.4515922,4.4277202,1721023200,clear sky,22.01,76,1.56,0.0,0,30
1071,Saintes Maries de la mer,43.4515922,4.4277202,1721034000,clear sky,23.37,73,4.31,0.0,0,30
1072,Saintes Maries de la mer,43.4515922,4.4277202,1721044800,clear sky,23.55,74,3.73,0.0,0,30
1073,Saintes Maries de la mer,43.4515922,4.4277202,1721055600,clear sky,23.68,76,3.89,0.0,1,30
1074,Saintes Maries de la mer,43.4515922,4.4277202,1721066400,clear sky,23.6,78,2.96,0.0,0,30
1075,Saintes Maries de la mer,43.4515922,4.4277202,1721077200,clear sky,23.08,83,2.53,0.0,0,30
1076,Saintes Maries de la mer,43.4515922,4.4277202,1721088000,clear sky,22.3,87,3.71,0.0,0,30
1077,Saintes Maries de la mer,43.4515922,4.4277202,1721098800,clear sky,21.96,86,4.28,0.0,0,30
1078,Saintes Maries de la mer,43.4515922,4.4277202,1721109600,clear sky,22.2,75,5.96,0.0,0,30
1079,Saintes Maries de la mer,43.4515922,4.4277202,1721120400,clear sky,25.68,56,5.05,0.0,0,30
1080,Collioure,42.52505,3.0831554,1720699200,clear sky,33.9,52,5.14,0.0,2,15
1081,Collioure,42.52505,3.0831554,1720710000,clear sky,33.87,51,5.32,0.0,1,15
1082,Collioure,42.52505,3.0831554,1720720800,clear sky,32.59,58,0.8,0.0,2,15
1083,Collioure,42.52505,3.0831554,1720731600,clear sky,24.34,86,4.39,0.0,2,15
1084,Collioure,42.52505,3.0831554,1720742400,light rain,23.83,82,2.91,0.3,7,15
1085,Collioure,42.52505,3.0831554,1720753200,scattered clouds,22.97,87,3.38,0.0,40,15
1086,Collioure,42.52505,3.0831554,1720764000,scattered clouds,24.01,78,4.9,0.0,36,15
1087,Collioure,42.52505,3.0831554,1720774800,scattered clouds,26.11,61,6.23,0.0,34,15
1088,Collioure,42.52505,3.0831554,1720785600,scattered clouds,25.72,58,6.41,0.0,36,15
1089,Collioure,42.52505,3.0831554,1720796400,overcast clouds,23.13,64,6.67,0.0,100,15
1090,Collioure,42.52505,3.0831554,1720807200,light rain,23.89,61,7.68,0.1,94,15
1091,Collioure,42.52505,3.0831554,1720818000,broken clouds,21.33,66,6.94,0.0,79,15
1092,Collioure,42.52505,3.0831554,1720828800,overcast clouds,20.28,68,6.81,0.0,85,15
1093,Collioure,42.52505,3.0831554,1720839600,scattered clouds,17.5,70,5.33,0.0,36,15
1094,Collioure,42.52505,3.0831554,1720850400,scattered clouds,18.0,66,3.98,0.0,32,15
1095,Collioure,42.52505,3.0831554,1720861200,broken clouds,23.55,50,2.26,0.0,66,15
1096,Collioure,42.52505,3.0831554,1720872000,broken clouds,26.96,46,2.87,0.0,57,15
1097,Collioure,42.52505,3.0831554,1720882800,clear sky,26.37,49,3.63,0.0,7,15
1098,Collioure,42.52505,3.0831554,1720893600,few clouds,24.76,57,3.39,0.0,11,15
1099,Collioure,42.52505,3.0831554,1720904400,clear sky,20.18,77,2.86,0.0,8,15
1100,Collioure,42.52505,3.0831554,1720915200,scattered clouds,20.56,81,2.2,0.0,32,15
1101,Collioure,42.52505,3.0831554,1720926000,few clouds,20.36,90,1.57,0.0,12,15
1102,Collioure,42.52505,3.0831554,1720936800,few clouds,21.97,85,1.33,0.0,16,15
1103,Collioure,42.52505,3.0831554,1720947600,clear sky,27.85,60,1.21,0.0,10,15
1104,Collioure,42.52505,3.0831554,1720958400,scattered clouds,31.09,55,3.2,0.0,44,15
1105,Collioure,42.52505,3.0831554,1720969200,few clouds,28.85,68,2.98,0.0,22,15
1106,Collioure,42.52505,3.0831554,1720980000,few clouds,25.87,81,1.61,0.0,12,15
1107,Collioure,42.52505,3.0831554,1720990800,scattered clouds,22.74,97,1.69,0.0,28,15
1108,Collioure,42.52505,3.0831554,1721001600,scattered clouds,22.04,97,1.32,0.0,40,15
1109,Collioure,42.52505,3.0831554,1721012400,scattered clouds,21.81,96,0.49,0.0,42,15
1110,Collioure,42.52505,3.0831554,1721023200,scattered clouds,23.1,90,1.43,0.0,41,15
1111,Collioure,42.52505,3.0831554,1721034000,scattered clouds,29.29,65,1.85,0.0,49,15
1112,Collioure,42.52505,3.0831554,1721044800,scattered clouds,31.7,61,4.14,0.0,31,15
1113,Collioure,42.52505,3.0831554,1721055600,light rain,29.48,68,2.45,0.1,8,15
1114,Collioure,42.52505,3.0831554,1721066400,light rain,28.47,70,1.56,0.13,6,15
1115,Collioure,42.52505,3.0831554,1721077200,clear sky,24.89,65,6.64,0.0,4,15
1116,Collioure,42.52505,3.0831554,1721088000,clear sky,22.9,74,5.29,0.0,4,15
1117,Collioure,42.52505,3.0831554,1721098800,broken clouds,21.58,74,5.03,0.0,51,15
1118,Collioure,42.52505,3.0831554,1721109600,scattered clouds,22.38,68,5.25,0.0,49,15
1119,Collioure,42.52505,3.0831554,1721120400,clear sky,26.55,51,4.6,0.0,0,15
1120,Carcassonne,43.2130358,2.3491069,1720699200,clear sky,34.55,47,6.27,0.0,0,12
1121,Carcassonne,43.2130358,2.3491069,1720710000,clear sky,34.91,43,5.98,0.0,0,12
1122,Carcassonne,43.2130358,2.3491069,1720720800,light rain,31.51,57,3.0,1.25,0,12
1123,Carcassonne,43.2130358,2.3491069,1720731600,light rain,22.83,92,3.17,1.2,6,12
1124,Carcassonne,43.2130358,2.3491069,1720742400,light rain,20.07,94,3.32,0.96,32,12
